scenario,acceptability_mean,acceptability_ci95,projective_norm_mean_pct,projective_norm_ci95,behavioral_endorsement_pct,unacceptable_pct,projective_intention_r
Technical,3.99009900990099,0.29148468269891653,71.41089108910892,2.816738762459458,50.495049504950494,42.07920792079208,0.3055905498783883
Social,3.0297029702970297,0.2940445340939642,57.103960396039604,3.360093679352963,29.7029702970297,61.88118811881188,0.420297710275641
Identity,3.222772277227723,0.27597746497960635,52.95544554455446,3.715038029432663,28.217821782178216,54.95049504950495,0.42342208829633166
